,text,user_location,location,Lat,Lon
32897,It’s interesting that the GOP #Impeachment oppos keep deferring to  “all the great things” Donald Trump has done fo… https://t.co/MYTM1Zffhm,"Texas, USA","Texas, United States",31.8160381,-99.5120986
114874,"I just said this was a sad day for America. Then, as I was getting in my car, leaving physical therapy, a Trump sup… https://t.co/yFkX5cgZL2","Tampa Bay, Florida","Tampa Bay, Hillsborough County, Florida, United States",27.6886419,-82.5723193
122582,RT @LarrySabato: Donald Trump richly deserves his distinction as the only President ever impeached twice. It’s a message to future generati…,Delmar SC,"Delmar, Spartanburg County, South Carolina, 29302, United States",34.922903,-81.8776028
104254,"RT @acnewsitics: When Democrats lost in 2016, they knitted pink hats and donated to Planned Parenthood.

When Republicans lost in 2020 they…","Michigan, USA","Michigan, United States",43.6211955,-84.6824346
37164,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,"Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
13639,"Trump got impeach while Harden got traded 2021🔥 
#Harden #ImpeachmentDay",United States,United States,39.7837304,-100.4458825
8632,"RT @Sky_Lee_1: 🎤MIC DROP @RepRichmond 🎤 

You will be very much missed in Congress and by my home state of Louisiana🇺🇸💕

#ImpeachmentDay ht…","Huixquilucan, México","Huixquilucan, Estado de México, México",19.37093275,-99.35680743246913
80131,"RT @TalbertSwan: “Donald Trump is a living, breathing, impeachable offense.”

- @RepJeffries 

#ImpeachmentDay",Florida,"Florida, United States",27.7567667,-81.4639835
27891,"RT @EarlOfEnough: 🇺🇸You either defend Trump or you defend America from Trump. Period.

#ImpeachmentDay #VetsForImpeachment",USA,United States,39.7837304,-100.4458825
63423,"LOL the plan for healing is, YES, getting rid of your plague on this country. Oh, and NO, the BLM protests were NOT… https://t.co/bbKn4aUUb1","Easton, PA","Easton, Northampton County, Pennsylvania, United States",40.6916081,-75.2099866
24894,RT @HellmerRichard: You’ve got to be kidding me.  #COVID19 #MaskUp #ImpeachmentDay https://t.co/UaGLCK86mH,"European Union, Austria","FRA, 11, Schwarzenbergplatz, Wieden, KG Wieden, Wieden, Wien, 1040, Österreich",48.1981595,16.3746505
28294,RT @kathleenmadigan: There's no such thing as cancel culture. There is such a thing as  consequence culture. Welcome 2 the free market. 'Me…,Colorado,"Colorado, United States",38.7251776,-105.607716
94055,"RT @SteveRustad1: Ted Cruz incited violent insurrection.

Expel that traitor from the Senate.

Indict him.

Convict him

Send him to prison…",West coast,"West Coast, New Zealand / Aotearoa",-42.9945669,170.7100413
13056,"RT @oXxRowanxXo: Trump officially becomes the first US President in history to be impeached twice in the House. Winning....BIGLY....
#impea…",Black Lives Matter Plaza,"Black Lives Matter Plaza Northwest, Golden Triangle, Washington, District of Columbia, 20012, United States",38.9019407,-77.0365433
75569,"RT @jonlionfineart2: 🚨To honor #ImpeachmentDay v2.0 I decided to give away:

2 signed prints of my Nancy drawing!

This is a quick one...2…","Wisconsin, USA","Wisconsin, United States",44.4308975,-89.6884637
69575,"Wow Rep. Dan #Newhouse busting through the GOP wall of cowardice. 
#ImpeachTrump #ImpeachmentDay",Los Angeles,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
72659,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Minnesota, USA","Minnesota, United States",45.9896587,-94.6113288
66015,"RT @kirkacevedo: Matt Gaetz is the worst seditious big headed bitch of a human on this entire planet. 

#ImpeachmentDay 
#KidVicious🖕🏽🙄🖕🏽","Indiana, USA","Indiana, United States",40.3270127,-86.1746933
60606,RT @EmmaKennedy: Funny watching Republicans moan about how this impeachment is being rushed through when they rammed through Amy Coney Barr…,European Union 🇪🇺,"Европейски съюз, бул. Черни връх, район Лозенец, София, Столична, София-град, 1421, Бългaрия",42.6788082,23.3216264
129334,"RT @OrangeisBadMan: Happy #ImpeachmentDay 2021 !!
Let's get the bastard !!
#ByeByeTrump https://t.co/t1fEPENsZv","Bellmore, NY","Bellmore, Hempstead, Nassau County, New York, 11710, United States",40.653812599999995,-73.5284852913932
85358,"Don't know if we're supposed to be happy that Jim Jordan and Andy Biggs now 'recognise' Biden as president elect, o… https://t.co/CPpB74KB49",Netherlands,Nederland,52.5001698,5.7480821
43267,lol awkward #ImpeachmentDay,Belgium 🏁,België / Belgique / Belgien,50.6402809,4.6667145
117937,"RT @mmpadellan: Today is #ImpeachmentDay.

May the votes to impeach trump be many and swift. He remains a clear and present danger to Ameri…","Arizona, USA","Arizona, United States",34.395342,-111.763275
126221,RT @jeremynewberger: I propose we adopt the custom of throwing an orange out your front door to commemorate the new federal holiday #Impeac…,United States,United States,39.7837304,-100.4458825
127603,RT @SamKeys601: Happy Impeachment Day America 🇺🇸!!!! #ImpeachTrump #ImpeachAgain #ImpeachmentDay,"Englewood, FL","Englewood, Sarasota County, Florida, 34223, United States",26.9606125,-82.3576323996642
70851,"RT @kurtbardella: Impeaching Donald Trump isn't an act of partisanship, it is an act of self-defense on behalf of the United States of Amer…",New York,"New York, United States",40.7127281,-74.0060152
55761,"The MBTA is definitely the Jim Jordan of transit systems. It's always loud and obnoxious, and never seems to get an… https://t.co/1qeNEoh6Bm","Boston, MA","Boston, Suffolk County, Massachusetts, United States",42.3602534,-71.0582912
91940,"I don't listen to treason weasels like #GymJordan 
#ImpeachmentDay","Olympia, WA","Olympia, Thurston County, Washington, United States",47.0451022,-122.8950075
19255,"RT @JoeMurphyLondon: Staggering fact from @BBCJonSopel :

There are more US troops in Washington DC to protect Congress from Trump’s mob th…","Worthing, West Sussex, UK ","Worthing, West Sussex, South East, England, United Kingdom",50.8116902,-0.3703948
61602,When is Annalise Keating and Olivia Pope talking? #ImpeachmentDay,Cape Town,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa",-33.928992,18.417396
46241,Dawg on tv said BLM was rioting for weeks these folks rioted for a few hours now riots are bad 😂 #ImpeachmentDay,"Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
44917,"It’s like Republicans are all going on record to save their own asses for their soon-to-be shitty votes. “Yeah, an… https://t.co/hzZsGf0FDI","San Antonio, TX","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
110269,"RT @BlackCatUnloads: My grandfather somehow fought his way our of the Warsaw ghetto and survived the holocaust. The amount of hate, death a…","Atlanta, GA","Atlanta, Fulton County, Georgia, United States",33.7489924,-84.3902644
104708,"RT @EarlOfEnough: 🇺🇸You either defend Trump or you defend America from Trump. Period.

#ImpeachmentDay #VetsForImpeachment","Iowa, USA","Iowa, United States",41.9216734,-93.3122705
98444,"RT @DeanObeidallah: The GOP wants us to ""unite"" with the people in their base who killed a Capitol Police officer, who beat other police of…",usa,United States,39.7837304,-100.4458825
53920,"RT @Neelprajapati09: #ImpeachmentDay #AmericaOrTrump #USCapitol 

1- he did not concede
2-he did not deploy NG
3-he's pretending so he can…",NYC,"New York, United States",40.7127281,-74.0060152
59661,"RT @thehill: Rep. Maxine Waters: ""[Trump] is capable of starting a civil war."" #impeachmentday https://t.co/MCZ4DkcrUl",Ireland,Éire / Ireland,52.865196,-7.9794599
32721,"MOULTON, ""There are more troops here protecting us than in Afghanistan."" Let that sink in.  #ImpeachTrumpNow #ImpeachmentDay",San Francisco Bay Area,"San Francisco Bay Area, San Francisco, San Francisco City and County, California, 94130, United States",37.7884969,-122.3558473
91265,"Waking up on (2nd) Impeachment Day
#ImpeachmentDay #impeachment https://t.co/a8rJ9xs0wj","Sydney, New South Wales","Sydney, New South Wales, Australia",-33.8548157,151.2164539
73481,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos",New York,"New York, United States",40.7127281,-74.0060152
86936,"Great, it’s GOOBER TIME! #ImpeachmentDay",DC/SF,"San Francisco P&Dc Finance, Evans Avenue, San Francisco, San Francisco City and County, California, 94188, United States",37.7399729,-122.3826923
32529,"This is disgusting even pre-covid...did no one teach y’all to sneeze into your arm???

#ImpeachmentDay… https://t.co/Jxxlhjbc2O","Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
30708,"RT @cucumberRoger: omg, can we get rid of this guy too #ImpeachmentDay https://t.co/9fuuJPiO7B","Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
123310,"RT @LarrySabato: YES, Republican members of the House, vote to impeach! But don’t think for a second this last-minute repudiation of the pr…","Arlington, VA","Arlington, Tarrant County, Texas, United States",32.701938999999996,-97.10562379033699
59049,"OMG, Gym just passed for the THIRD straight time. 

Hey Coach, what do they call this in wrestling 🤼‍♂️ again?  Tap… https://t.co/Rok9eVyovC",New York,"New York, United States",40.7127281,-74.0060152
45755,Is there one damn @gop member that knows how to cover their NOSE?#ImpeachmentDay,"Vermont, USA","Vermont, United States",44.5990718,-72.5002608
74037,"RT @kurtbardella: Repeat after me: I will not unite with white nationalists and domestic terrorists.

#ImpeachmentDay #Impeach",CHURCH AVENUE NYC 11218,"Church Avenue, Kensington, Brooklyn, Kings County, New York, 11218, United States",40.643636,-73.977453
23890,"RT @Neelprajapati09: #ImpeachmentDay #AmericaOrTrump #USCapitol 

1- he did not concede
2-he did not deploy NG
3-he's pretending so he can…","Missouri, USA","Missouri, United States",38.7604815,-92.5617875
1722,"RT @ChristGrec: Republicans: YOU CAN’T RUSH THIS

Also Republicans:

#ImpeachmentDay #AmericaOrTrump https://t.co/7zuN0dCWPj",0151,"Sentrum, Oslo, 0151, Norge",59.90881577616451,10.742238414741799
60307,"RT @kurtbardella: Repeat after me: I will not unite with white nationalists and domestic terrorists.

#ImpeachmentDay #Impeach","Minnesota, USA","Minnesota, United States",45.9896587,-94.6113288
64106,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…",Hot Springs AR,"Hot Springs, Garland County, Arkansas, United States",34.5038393,-93.0552437
63067,"RT @MeidasTouch: Trump is not only a terrorist, he is also disgusting and creepy. He must face the full weight of the law for all of his cr…","Wisconsin, USA","Wisconsin, United States",44.4308975,-89.6884637
93408,"@SpeakerPelosi discusses how the president is ""so resolutely determined to tear down the things that we hold dear a… https://t.co/JGGuQm7bU5","Baton Rouge, LA.","Baton Rouge, East Baton Rouge Parish, Louisiana, United States",30.4459596,-91.18738
35579,Democracy is a threat to Trump and GOP. #ImpeachmentDay,Dallas TX USA,"Dallas, TX, Dallas, Dallas County, Texas, 75242, United States",32.7768956,-96.7972991
68016,"What the fuck WA??!! ‼️😡
#ImpeachmentDay #ImpeachTrumpAgainNOW #Traitors #TraitorsOfAmerica #ImpeachandRemove https://t.co/ob9IkhxqdE","Oregon, USA","Oregon, United States",43.9792797,-120.737257
25616,"Ngl I giggled at the misspeak of ""Madame President""

I hope to hear that in my lifetime. #ImpeachmentDay","Arizona, USA","Arizona, United States",34.395342,-111.763275
55946,"RT @nosoupforgeorge: To be clear:

Republicans are setting the standard that Joe Biden would have to do WORSE than inciting an insurrection…","Pomona, CA","Pomona, Los Angeles County, California, United States",34.0553813,-117.7517496
56840,"RT @thehill: Rep. Cedric Richmond makes last floor speech calling for President Trump's impeachment: ""We said if we didn't remove him, he w…",Menominee Territory,"Menominee, Woodside Avenue, Town of Germantown, Juneau County, Wisconsin, 53948, United States",43.8991414,-89.9858018
103534,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…","Texas, USA","Texas, United States",31.8160381,-99.5120986
112976,"Ppl have died, the Republicans are bleeding money from big businesses abandoning them &amp; yet they still hold onto Tr… https://t.co/aJTAvs0J9U",St. Louis,"St. Louis, City of Saint Louis, Madison County, Illinois, United States",38.6529545,-90.24111656024635
23880,For the LOVE!!! Just VOTE!!! #ImpeachmentDay,"Centennial, Co","Centennial, Arapahoe County, Colorado, United States",39.6021002,-104.91914671658387
25616,"Ngl I giggled at the misspeak of ""Madame President""

I hope to hear that in my lifetime. #ImpeachmentDay","Arizona, USA","Arizona, United States",34.395342,-111.763275
30016,"RT @OptimistsPrime: Republicans who back Trump are endorsing this:
A man who missed the 1/6 attack on the Capitol due to car trouble was ar…",202,"Kaarina, Turun seutukunta, Varsinais-Suomi, Lounais-Suomen aluehallintovirasto, Manner-Suomi, Suomi",60.4061996,22.3685677
